timestep,Site,Classification,abundance
6,Acono u,Insecta Coleoptera Psephenidae,250
6,Acono u,Insecta Coleoptera unknown,6
6,Acono u,Insecta Diptera Chironomidae,17
6,Acono u,Insecta Diptera Simuliidae,2
6,Acono u,Insecta Diptera Tipulidae,2
6,Acono u,Insecta Ephemeroptera Baetidae,7
6,Acono u,Insecta Ephemeroptera Euthyplocidae,7
6,Acono u,Insecta Ephemeroptera Leptophlebiidae,49
6,Acono u,Insecta Ephemeroptera Tricorythidae,77
6,Acono u,Insecta Hemiptera Veliidae,9
6,Acono u,Insecta Lepidoptera unknown,1
6,Acono u,Insecta Odonata Calopterygidae,2
6,Acono u,Insecta Odonata Coenagrionidae,34
6,Acono u,Insecta Odonata Libellulidae,41
6,Acono u,Insecta Plecoptera Perlidae,31
6,Acono u,Insecta Trichoptera Calomoceratidae,4
6,Acono u,Insecta Trichoptera Glossosomatidae,15
6,Acono u,Insecta Trichoptera Helicopsychidae,10
6,Acono u,Insecta Trichoptera Hydropsychidae,74
6,Acono u,Insecta Trichoptera Hydroptilidae,99
6,Acono u,Insecta Trichoptera Leptoceridae,17
6,Acono u,Insecta Trichoptera Philopotamidae,15
6,Acono u,Oligochaeta unknown,1
6,Acono u,Turbellaria Turbellaria,4
7,Acono u,Arachnoidea Chelicerata Hydracarina,3
7,Acono u,Crustacea Decapoda Pseudothelphusidae,1
7,Acono u,Insecta Coleoptera Elmidae,58
7,Acono u,Insecta Coleoptera Psephenidae,225
7,Acono u,Insecta Coleoptera unknown,2
7,Acono u,Insecta Diptera Chironomidae,35
7,Acono u,Insecta Diptera Simuliidae,8
7,Acono u,Insecta Ephemeroptera Baetidae,8
7,Acono u,Insecta Ephemeroptera Euthyplocidae,5
7,Acono u,Insecta Ephemeroptera Leptophlebiidae,36
7,Acono u,Insecta Ephemeroptera Tricorythidae,84
7,Acono u,Insecta Hemiptera Veliidae,2
7,Acono u,Insecta Odonata Coenagrionidae,33
7,Acono u,Insecta Odonata Libellulidae,67
7,Acono u,Insecta Plecoptera Perlidae,24
7,Acono u,Insecta Trichoptera Calomoceratidae,3
7,Acono u,Insecta Trichoptera Glossosomatidae,7
7,Acono u,Insecta Trichoptera Helicopsychidae,61
7,Acono u,Insecta Trichoptera Hydropsychidae,50
7,Acono u,Insecta Trichoptera Hydroptilidae,21
7,Acono u,Insecta Trichoptera Leptoceridae,73
7,Acono u,Insecta Trichoptera Philopotamidae,10
7,Acono u,Oligochaeta unknown,1
8,Acono u,Crustacea Decapoda Pseudothelphusidae,1
8,Acono u,Insecta Coleoptera Elmidae,37
8,Acono u,Insecta Coleoptera Psephenidae,294
8,Acono u,Insecta Coleoptera unknown,2
8,Acono u,Insecta Diptera Chironomidae,22
8,Acono u,Insecta Ephemeroptera Baetidae,12
8,Acono u,Insecta Ephemeroptera Euthyplocidae,14
8,Acono u,Insecta Ephemeroptera Leptophlebiidae,22
8,Acono u,Insecta Ephemeroptera Tricorythidae,5
8,Acono u,Insecta Odonata Coenagrionidae,38
8,Acono u,Insecta Odonata Libellulidae,10
8,Acono u,Insecta Plecoptera Perlidae,11
8,Acono u,Insecta Trichoptera Glossosomatidae,13
8,Acono u,Insecta Trichoptera Helicopsychidae,11
8,Acono u,Insecta Trichoptera Hydropsychidae,3
8,Acono u,Insecta Trichoptera Leptoceridae,13
8,Acono u,Insecta Trichoptera Philopotamidae,5
9,Acono u,Arachnoidea Chelicerata Hydracarina,1
9,Acono u,Crustacea Decapoda Pseudothelphusidae,1
9,Acono u,Crustacea unknown,2
9,Acono u,Insecta Coleoptera Elmidae,155
9,Acono u,Insecta Coleoptera Psephenidae,240
9,Acono u,Insecta Coleoptera unknown,5
9,Acono u,Insecta Diptera Chironomidae,73
9,Acono u,Insecta Diptera Simuliidae,30
9,Acono u,Insecta Ephemeroptera Baetidae,102
9,Acono u,Insecta Ephemeroptera Euthyplocidae,1
9,Acono u,Insecta Ephemeroptera Leptophlebiidae,137
9,Acono u,Insecta Ephemeroptera Tricorythidae,45
9,Acono u,Insecta Hemiptera Veliidae,2
9,Acono u,Insecta Lepidoptera unknown,2
9,Acono u,Insecta Odonata Calopterygidae,4
9,Acono u,Insecta Odonata Coenagrionidae,41
9,Acono u,Insecta Odonata Libellulidae,16
9,Acono u,Insecta Plecoptera Perlidae,18
9,Acono u,Insecta Trichoptera Calomoceratidae,1
9,Acono u,Insecta Trichoptera Glossosomatidae,102
9,Acono u,Insecta Trichoptera Helicopsychidae,3
9,Acono u,Insecta Trichoptera Hydropsychidae,27
9,Acono u,Insecta Trichoptera Hydroptilidae,5
9,Acono u,Insecta Trichoptera Leptoceridae,7
9,Acono u,Insecta Trichoptera Philopotamidae,21
9,Acono u,Oligochaeta unknown,1
9,Acono u,Turbellaria Turbellaria,7
10,Acono u,Arachnoidea Chelicerata Hydracarina,1
10,Acono u,Crustacea Decapoda Pseudothelphusidae,3
10,Acono u,Insecta Coleoptera Elmidae,119
10,Acono u,Insecta Coleoptera Psephenidae,207
10,Acono u,Insecta Coleoptera unknown,5
10,Acono u,Insecta Diptera Chironomidae,32
10,Acono u,Insecta Diptera Simuliidae,4
10,Acono u,Insecta Diptera Tipulidae,1
10,Acono u,Insecta Ephemeroptera Baetidae,43
10,Acono u,Insecta Ephemeroptera Euthyplocidae,13
10,Acono u,Insecta Ephemeroptera Leptophlebiidae,120
10,Acono u,Insecta Ephemeroptera Tricorythidae,89
10,Acono u,Insecta Hemiptera Veliidae,12
10,Acono u,Insecta Lepidoptera unknown,1
10,Acono u,Insecta Odonata Coenagrionidae,68
10,Acono u,Insecta Odonata Libellulidae,22
10,Acono u,Insecta Plecoptera Perlidae,16
10,Acono u,Insecta Trichoptera Calomoceratidae,3
10,Acono u,Insecta Trichoptera Glossosomatidae,48
10,Acono u,Insecta Trichoptera Helicopsychidae,8
10,Acono u,Insecta Trichoptera Hydropsychidae,10
10,Acono u,Insecta Trichoptera Hydroptilidae,1
10,Acono u,Insecta Trichoptera Leptoceridae,15
10,Acono u,Insecta Trichoptera Philopotamidae,18
10,Acono u,Oligochaeta unknown,5
10,Acono u,Turbellaria Turbellaria,1
11,Acono u,Crustacea Decapoda Pseudothelphusidae,5
11,Acono u,Insecta Coleoptera Elmidae,93
11,Acono u,Insecta Coleoptera Psephenidae,310
11,Acono u,Insecta Diptera Chironomidae,26
11,Acono u,Insecta Diptera Simuliidae,5
11,Acono u,Insecta Diptera Tipulidae,1
11,Acono u,Insecta Ephemeroptera Baetidae,18
11,Acono u,Insecta Ephemeroptera Euthyplocidae,7
11,Acono u,Insecta Ephemeroptera Leptophlebiidae,66
11,Acono u,Insecta Ephemeroptera Tricorythidae,21
11,Acono u,Insecta Hemiptera Veliidae,1
11,Acono u,Insecta Lepidoptera unknown,1
11,Acono u,Insecta Odonata Calopterygidae,2
11,Acono u,Insecta Odonata Coenagrionidae,79
11,Acono u,Insecta Odonata Gomphidae,1
11,Acono u,Insecta Odonata Libellulidae,29
11,Acono u,Insecta Plecoptera Perlidae,22
11,Acono u,Insecta Trichoptera Calomoceratidae,4
11,Acono u,Insecta Trichoptera Glossosomatidae,41
11,Acono u,Insecta Trichoptera Helicopsychidae,77
11,Acono u,Insecta Trichoptera Hydropsychidae,18
11,Acono u,Insecta Trichoptera Leptoceridae,95
11,Acono u,Insecta Trichoptera Philopotamidae,8
11,Acono u,Oligochaeta unknown,11
11,Acono u,Turbellaria Turbellaria,13
12,Acono u,Crustacea Decapoda Pseudothelphusidae,2
12,Acono u,Entognatha Collembola unknown,1
12,Acono u,Insecta Coleoptera Elmidae,61
12,Acono u,Insecta Coleoptera Psephenidae,507
12,Acono u,Insecta Diptera Chironomidae,16
12,Acono u,Insecta Diptera Simuliidae,1
12,Acono u,Insecta Diptera Tipulidae,1
12,Acono u,Insecta Ephemeroptera Baetidae,65
12,Acono u,Insecta Ephemeroptera Euthyplocidae,6
12,Acono u,Insecta Ephemeroptera Leptophlebiidae,47
12,Acono u,Insecta Ephemeroptera Tricorythidae,31
12,Acono u,Insecta Hemiptera Veliidae,1
12,Acono u,Insecta Lepidoptera unknown,1
12,Acono u,Insecta Odonata Calopterygidae,2
12,Acono u,Insecta Odonata Coenagrionidae,79
12,Acono u,Insecta Odonata Gomphidae,5
12,Acono u,Insecta Odonata Libellulidae,49
12,Acono u,Insecta Plecoptera Perlidae,15
12,Acono u,Insecta Trichoptera Calomoceratidae,4
12,Acono u,Insecta Trichoptera Glossosomatidae,39
12,Acono u,Insecta Trichoptera Helicopsychidae,26
12,Acono u,Insecta Trichoptera Hydropsychidae,17
12,Acono u,Insecta Trichoptera Leptoceridae,42
12,Acono u,Insecta Trichoptera Philopotamidae,2
12,Acono u,Oligochaeta unknown,6
12,Acono u,Turbellaria Turbellaria,8
13,Acono u,Insecta Coleoptera Elmidae,31
13,Acono u,Insecta Coleoptera Psephenidae,139
13,Acono u,Insecta Diptera Chironomidae,27
13,Acono u,Insecta Diptera Simuliidae,9
13,Acono u,Insecta Diptera Tipulidae,1
13,Acono u,Insecta Ephemeroptera Baetidae,46
13,Acono u,Insecta Ephemeroptera Euthyplocidae,8
13,Acono u,Insecta Ephemeroptera Leptophlebiidae,35
13,Acono u,Insecta Ephemeroptera Tricorythidae,42
13,Acono u,Insecta Lepidoptera unknown,1
13,Acono u,Insecta Odonata Calopterygidae,9
13,Acono u,Insecta Odonata Coenagrionidae,40
13,Acono u,Insecta Odonata Libellulidae,13
13,Acono u,Insecta Plecoptera Perlidae,3
13,Acono u,Insecta Trichoptera Calomoceratidae,3
13,Acono u,Insecta Trichoptera Glossosomatidae,65
13,Acono u,Insecta Trichoptera Helicopsychidae,5
13,Acono u,Insecta Trichoptera Hydropsychidae,4
13,Acono u,Insecta Trichoptera Leptoceridae,9
13,Acono u,Insecta Trichoptera Philopotamidae,1
13,Acono u,Oligochaeta unknown,3
13,Acono u,Turbellaria Turbellaria,6
14,Acono u,Crustacea Decapoda Pseudothelphusidae,1
14,Acono u,Entognatha Collembola unknown,2
14,Acono u,Insecta Coleoptera Elmidae,29
14,Acono u,Insecta Coleoptera Psephenidae,360
14,Acono u,Insecta Diptera Chironomidae,40
14,Acono u,Insecta Diptera Simuliidae,1
14,Acono u,Insecta Ephemeroptera Baetidae,23
14,Acono u,Insecta Ephemeroptera Euthyplocidae,18
14,Acono u,Insecta Ephemeroptera Leptophlebiidae,72
14,Acono u,Insecta Ephemeroptera Tricorythidae,98
14,Acono u,Insecta Hemiptera Veliidae,9
14,Acono u,Insecta Lepidoptera unknown,2
14,Acono u,Insecta Odonata Aeshnidae,1
14,Acono u,Insecta Odonata Calopterygidae,4
14,Acono u,Insecta Odonata Coenagrionidae,155
14,Acono u,Insecta Odonata Libellulidae,37
14,Acono u,Insecta Plecoptera Perlidae,9
14,Acono u,Insecta Trichoptera Calomoceratidae,8
14,Acono u,Insecta Trichoptera Glossosomatidae,5
14,Acono u,Insecta Trichoptera Helicopsychidae,26
14,Acono u,Insecta Trichoptera Hydropsychidae,17
14,Acono u,Insecta Trichoptera Hydroptilidae,13
14,Acono u,Insecta Trichoptera Leptoceridae,111
14,Acono u,Insecta Trichoptera Philopotamidae,3
14,Acono u,Oligochaeta unknown,11
14,Acono u,Turbellaria Turbellaria,4
15,Acono u,Crustacea Decapoda Pseudothelphusidae,1
15,Acono u,Insecta Coleoptera Elmidae,18
15,Acono u,Insecta Coleoptera Psephenidae,64
15,Acono u,Insecta Diptera Chironomidae,26
15,Acono u,Insecta Diptera Simuliidae,2
15,Acono u,Insecta Ephemeroptera Baetidae,13
15,Acono u,Insecta Ephemeroptera Leptophlebiidae,16
15,Acono u,Insecta Ephemeroptera Tricorythidae,28
15,Acono u,Insecta Hemiptera Veliidae,3
15,Acono u,Insecta Odonata Calopterygidae,3
15,Acono u,Insecta Odonata Coenagrionidae,29
15,Acono u,Insecta Odonata Gomphidae,1
15,Acono u,Insecta Odonata Libellulidae,10
15,Acono u,Insecta Plecoptera Perlidae,6
15,Acono u,Insecta Trichoptera Calomoceratidae,6
15,Acono u,Insecta Trichoptera Glossosomatidae,1
15,Acono u,Insecta Trichoptera Helicopsychidae,16
15,Acono u,Insecta Trichoptera Hydropsychidae,7
15,Acono u,Insecta Trichoptera Hydroptilidae,1
15,Acono u,Insecta Trichoptera Leptoceridae,90
15,Acono u,Insecta Trichoptera Philopotamidae,2
15,Acono u,Oligochaeta unknown,4
15,Acono u,Turbellaria Turbellaria,4
16,Acono u,Insecta Coleoptera Elmidae,20
16,Acono u,Insecta Coleoptera Psephenidae,89
16,Acono u,Insecta Diptera Chironomidae,15
16,Acono u,Insecta Diptera Simuliidae,4
16,Acono u,Insecta Diptera Tipulidae,1
16,Acono u,Insecta Ephemeroptera Baetidae,27
16,Acono u,Insecta Ephemeroptera Leptophlebiidae,12
16,Acono u,Insecta Ephemeroptera Tricorythidae,10
16,Acono u,Insecta Odonata Calopterygidae,1
16,Acono u,Insecta Odonata Coenagrionidae,24
16,Acono u,Insecta Odonata Gomphidae,1
16,Acono u,Insecta Odonata Libellulidae,3
16,Acono u,Insecta Plecoptera Perlidae,7
16,Acono u,Insecta Trichoptera Calomoceratidae,8
16,Acono u,Insecta Trichoptera Glossosomatidae,1
16,Acono u,Insecta Trichoptera Helicopsychidae,26
16,Acono u,Insecta Trichoptera Hydropsychidae,11
16,Acono u,Insecta Trichoptera Leptoceridae,33
16,Acono u,Insecta Trichoptera Philopotamidae,3
16,Acono u,Oligochaeta unknown,14
16,Acono u,Turbellaria Turbellaria,15
17,Acono u,Crustacea Decapoda Pseudothelphusidae,2
17,Acono u,Insecta Coleoptera Elmidae,29
17,Acono u,Insecta Coleoptera Psephenidae,196
17,Acono u,Insecta Diptera Chironomidae,79
17,Acono u,Insecta Diptera Simuliidae,10
17,Acono u,Insecta Ephemeroptera Baetidae,65
17,Acono u,Insecta Ephemeroptera Euthyplocidae,4
17,Acono u,Insecta Ephemeroptera Leptophlebiidae,100
17,Acono u,Insecta Ephemeroptera Tricorythidae,36
17,Acono u,Insecta Hemiptera Veliidae,2
17,Acono u,Insecta Lepidoptera unknown,1
17,Acono u,Insecta Odonata Coenagrionidae,63
17,Acono u,Insecta Odonata Libellulidae,7
17,Acono u,Insecta Plecoptera Perlidae,10
17,Acono u,Insecta Trichoptera Calomoceratidae,7
17,Acono u,Insecta Trichoptera Glossosomatidae,38
17,Acono u,Insecta Trichoptera Helicopsychidae,13
17,Acono u,Insecta Trichoptera Hydropsychidae,25
17,Acono u,Insecta Trichoptera Leptoceridae,35
17,Acono u,Insecta Trichoptera Philopotamidae,11
17,Acono u,Oligochaeta unknown,5
17,Acono u,Turbellaria Turbellaria,9
18,Acono u,Entognatha Collembola unknown,6
18,Acono u,Insecta Coleoptera Elmidae,13
18,Acono u,Insecta Coleoptera Psephenidae,210
18,Acono u,Insecta Diptera Chironomidae,93
18,Acono u,Insecta Diptera Simuliidae,2
18,Acono u,Insecta Ephemeroptera Baetidae,33
18,Acono u,Insecta Ephemeroptera Euthyplocidae,7
18,Acono u,Insecta Ephemeroptera Leptophlebiidae,92
18,Acono u,Insecta Ephemeroptera Tricorythidae,31
18,Acono u,Insecta Hemiptera Veliidae,2
18,Acono u,Insecta Lepidoptera unknown,2
18,Acono u,Insecta Odonata Calopterygidae,2
18,Acono u,Insecta Odonata Coenagrionidae,90
18,Acono u,Insecta Odonata Libellulidae,9
18,Acono u,Insecta Plecoptera Perlidae,15
18,Acono u,Insecta Trichoptera Calomoceratidae,10
18,Acono u,Insecta Trichoptera Glossosomatidae,1
18,Acono u,Insecta Trichoptera Helicopsychidae,30
18,Acono u,Insecta Trichoptera Hydropsychidae,29
18,Acono u,Insecta Trichoptera Hydroptilidae,2
18,Acono u,Insecta Trichoptera Leptoceridae,107
18,Acono u,Insecta Trichoptera Philopotamidae,18
18,Acono u,Oligochaeta unknown,7
18,Acono u,Turbellaria Turbellaria,10
19,Acono u,Crustacea Decapoda Pseudothelphusidae,2
19,Acono u,Insecta Coleoptera Elmidae,40
19,Acono u,Insecta Coleoptera Psephenidae,120
19,Acono u,Insecta Diptera Chironomidae,94
19,Acono u,Insecta Diptera Simuliidae,4
19,Acono u,Insecta Diptera Tipulidae,2
19,Acono u,Insecta Ephemeroptera Baetidae,18
19,Acono u,Insecta Ephemeroptera Euthyplocidae,8
19,Acono u,Insecta Ephemeroptera Leptophlebiidae,62
19,Acono u,Insecta Ephemeroptera Tricorythidae,28
19,Acono u,Insecta Hemiptera Veliidae,1
19,Acono u,Insecta Lepidoptera unknown,1
19,Acono u,Insecta Odonata Calopterygidae,8
19,Acono u,Insecta Odonata Coenagrionidae,62
19,Acono u,Insecta Odonata Libellulidae,20
19,Acono u,Insecta Plecoptera Perlidae,11
19,Acono u,Insecta Trichoptera Calomoceratidae,4
19,Acono u,Insecta Trichoptera Glossosomatidae,1
19,Acono u,Insecta Trichoptera Helicopsychidae,129
19,Acono u,Insecta Trichoptera Hydropsychidae,36
19,Acono u,Insecta Trichoptera Hydroptilidae,12
19,Acono u,Insecta Trichoptera Leptoceridae,154
19,Acono u,Insecta Trichoptera Philopotamidae,1
19,Acono u,Oligochaeta unknown,6
19,Acono u,Turbellaria Turbellaria,22
1,Caura d,Crustacea Decapoda Pseudothelphusidae,1
1,Caura d,insecta Coleoptera Elmidae,21
1,Caura d,Insecta Coleoptera Psephenidae,8
1,Caura d,Insecta Diptera Chironomidae,11
1,Caura d,Insecta Diptera Simuliidae,3
1,Caura d,Insecta Diptera unknown,2
1,Caura d,Insecta Ephemeroptera Baetidae,34
1,Caura d,Insecta Ephemeroptera Leptophlebiidae,163
1,Caura d,Insecta Ephemeroptera Tricorythidae,52
1,Caura d,Insecta Lepidoptera unknown,2
1,Caura d,Insecta Odonata Calopterygidae,3
1,Caura d,Insecta Odonata Coenagrionidae,18
1,Caura d,Insecta Odonata Libellulidae,12
1,Caura d,Insecta Plecoptera Perlidae,1
1,Caura d,Insecta Trichoptera Glossosomatidae,43
1,Caura d,Insecta Trichoptera Helicopsychidae,18
1,Caura d,Insecta Trichoptera Hydropsychidae,6
1,Caura d,Turbellaria Turbellaria,4
2,Caura d,Insecta Coleoptera Elmidae,48
2,Caura d,Insecta Coleoptera Psephenidae,33
2,Caura d,Insecta Diptera Chironomidae,7
2,Caura d,Insecta Diptera Simuliidae,1
2,Caura d,Insecta Diptera Tipulidae,1
2,Caura d,Insecta Ephemeroptera Baetidae,55
2,Caura d,Insecta Ephemeroptera Leptophlebiidae,63
2,Caura d,Insecta Ephemeroptera Tricorythidae,359
2,Caura d,Insecta Hemiptera Veliidae,1
2,Caura d,Insecta Lepidoptera unknown,1
2,Caura d,Insecta Odonata Calopterygidae,1
2,Caura d,Insecta Odonata Coenagrionidae,7
2,Caura d,Insecta Odonata Libellulidae,8
2,Caura d,Insecta Plecoptera Perlidae,4
2,Caura d,Insecta Trichoptera Calomoceratidae,4
2,Caura d,Insecta Trichoptera Glossosomatidae,166
2,Caura d,Insecta Trichoptera Helicopsychidae,61
2,Caura d,Insecta Trichoptera Hydropsychidae,11
2,Caura d,Insecta Trichoptera Hydroptilidae,8
2,Caura d,Insecta Trichoptera Leptoceridae,20
2,Caura d,Insecta Trichoptera Philopotamidae,7
2,Caura d,Insecta Trichoptera unknown,1
2,Caura d,Oligochaeta unknown,2
2,Caura d,Turbellaria Turbellaria,23
3,Caura d,Insecta Coleoptera Elmidae,43
3,Caura d,Insecta Coleoptera Psephenidae,22
3,Caura d,Insecta Diptera Chironomidae,6
3,Caura d,Insecta Diptera Simuliidae,22
3,Caura d,Insecta Ephemeroptera Baetidae,13
3,Caura d,Insecta Ephemeroptera Leptophlebiidae,66
3,Caura d,Insecta Ephemeroptera Tricorythidae,46
3,Caura d,Insecta Hemiptera Veliidae,2
3,Caura d,Insecta Odonata Calopterygidae,1
3,Caura d,Insecta Odonata Coenagrionidae,26
3,Caura d,Insecta Odonata Libellulidae,6
3,Caura d,Insecta Plecoptera Perlidae,7
3,Caura d,Insecta Trichoptera Glossosomatidae,4
3,Caura d,Insecta Trichoptera Helicopsychidae,45
3,Caura d,Insecta Trichoptera Hydropsychidae,10
3,Caura d,Insecta Trichoptera Hydroptilidae,2
3,Caura d,Insecta Trichoptera Leptoceridae,20
3,Caura d,Insecta Trichoptera Philopotamidae,4
3,Caura d,Oligochaeta unknown,6
3,Caura d,Turbellaria Turbellaria,4
4,Caura d,Insecta Coleoptera Elmidae,18
4,Caura d,Insecta Coleoptera Psephenidae,20
4,Caura d,Insecta Diptera Chironomidae,13
4,Caura d,Insecta Diptera Simuliidae,24
4,Caura d,Insecta Ephemeroptera Baetidae,44
4,Caura d,Insecta Ephemeroptera Euthyplocidae,1
4,Caura d,Insecta Ephemeroptera Leptophlebiidae,75
4,Caura d,Insecta Ephemeroptera Tricorythidae,44
4,Caura d,Insecta Lepidoptera unknown,1
4,Caura d,Insecta Odonata Calopterygidae,2
4,Caura d,Insecta Odonata Coenagrionidae,29
4,Caura d,Insecta Odonata Libellulidae,14
4,Caura d,Insecta Plecoptera Perlidae,2
4,Caura d,Insecta Trichoptera Glossosomatidae,9
4,Caura d,Insecta Trichoptera Helicopsychidae,9
4,Caura d,Insecta Trichoptera Hydropsychidae,41
4,Caura d,Insecta Trichoptera Leptoceridae,4
4,Caura d,Insecta Trichoptera Philopotamidae,5
5,Caura d,Arachnoidea Chelicerata Hydracarina,2
5,Caura d,Insecta Coleoptera Elmidae,9
5,Caura d,Insecta Coleoptera Psephenidae,19
5,Caura d,Insecta Diptera Chironomidae,20
5,Caura d,Insecta Diptera Simuliidae,6
5,Caura d,Insecta Diptera Tipulidae,1
5,Caura d,Insecta Ephemeroptera Baetidae,9
5,Caura d,Insecta Ephemeroptera Leptophlebiidae,147
5,Caura d,Insecta Ephemeroptera Tricorythidae,120
5,Caura d,Insecta Hemiptera Veliidae,1
5,Caura d,Insecta Odonata Calopterygidae,2
5,Caura d,Insecta Odonata Coenagrionidae,10
5,Caura d,Insecta Odonata Libellulidae,7
5,Caura d,Insecta Plecoptera Perlidae,7
5,Caura d,Insecta Trichoptera Glossosomatidae,30
5,Caura d,Insecta Trichoptera Helicopsychidae,2
5,Caura d,Insecta Trichoptera Hydropsychidae,43
5,Caura d,Insecta Trichoptera Leptoceridae,2
5,Caura d,Insecta Trichoptera Philopotamidae,17
6,Caura d,Insecta Coleoptera Elmidae,79
6,Caura d,Insecta Coleoptera Psephenidae,65
6,Caura d,Insecta Diptera Chironomidae,19
6,Caura d,Insecta Diptera Simuliidae,7
6,Caura d,Insecta Ephemeroptera Baetidae,38
6,Caura d,Insecta Ephemeroptera Euthyplocidae,1
6,Caura d,Insecta Ephemeroptera Leptophlebiidae,56
6,Caura d,Insecta Ephemeroptera Tricorythidae,460
6,Caura d,Insecta Hemiptera Veliidae,6
6,Caura d,Insecta Lepidoptera unknown,2
6,Caura d,Insecta Odonata Calopterygidae,4
6,Caura d,Insecta Odonata Coenagrionidae,25
6,Caura d,Insecta Odonata Libellulidae,30
6,Caura d,Insecta Plecoptera Perlidae,7
6,Caura d,Insecta Trichoptera Calomoceratidae,3
6,Caura d,Insecta Trichoptera Glossosomatidae,17
6,Caura d,Insecta Trichoptera Helicopsychidae,72
6,Caura d,Insecta Trichoptera Hydropsychidae,48
6,Caura d,Insecta Trichoptera Hydroptilidae,78
6,Caura d,Insecta Trichoptera Leptoceridae,20
6,Caura d,Insecta Trichoptera Philopotamidae,18
6,Caura d,Oligochaeta unknown,10
6,Caura d,Turbellaria Turbellaria,5
7,Caura d,Insecta Coleoptera Elmidae,35
7,Caura d,Insecta Coleoptera Psephenidae,27
7,Caura d,Insecta Diptera Chironomidae,1
7,Caura d,Insecta Diptera Simuliidae,1
7,Caura d,Insecta Diptera Tipulidae,1
